page_nos,article_title,article_link,article_hint,article_tags 
77,Class 12 RD Sharma Solutions – Chapter 18 Maxima and Minima – Exercise 18.3,https://www.geeksforgeeks.org/class-12-rd-sharma-solutions-chapter-18-maxima-and-minima-exercise-18-3/,"Question 1. Find the points of local maxima or local minima and corresponding local maximum and local minimum values of the following function. Also, find… ","Picked, RD Sharma Class-12, Class 12, RD Sharma Solutions, School Learning, School Mathematics"
77,Persistent Systems Interview Experience for Software Engineer | On-Campus 2020,https://www.geeksforgeeks.org/persistent-systems-interview-experience-for-software-engineer-on-campus-2020/,Persistent Systems | Software Engineer | Pune | Sept 2020 | (On-campus) Selected I had appeared for Persistent Systems written test + Interview in September… ,"Marketing, On-Campus, Persistent Systems, Interview Experiences"
77,CGI Interview Experience for Software Engineer,https://www.geeksforgeeks.org/cgi-interview-experience-for-software-engineer/,I have 4+ Years of Experience as a Java Developer. Total 3 rounds (2 Technical + 1 Managerial) HR round was just formalities. I was… ,"CGI, Marketing, Experienced, Interview Experiences"
77,Goldman Sachs Interview Experience | Off-Campus Internship 2021,https://www.geeksforgeeks.org/goldman-sachs-interview-experience-off-campus-internship-2021/,First Round (Aptitude Test): This round was conducted on the Hackerrank platform and it was of a time duration of 1 hour 30 minutes. There… ,"Goldman Sachs, Marketing, Off-Campus, Internship, Interview Experiences"
77,Class 12 NCERT Solutions- Mathematics Part I – Chapter 5 Continuity And Differentiability – Exercise 5.1 | Set 1,https://www.geeksforgeeks.org/class-12-ncert-solutions-mathematics-part-i-chapter-5-continuity-and-differentiability-exercise-5-1-set-1/,"Question 1. Prove that the function f(x) = 5x – 3 is continuous at x = 0, at x = – 3 and at x… ","NCERT Solutions Class-12, Picked, Class 12, NCERT, School Learning, School Mathematics"
77,Class 11 NCERT Solutions- Chapter 9 Sequences And Series – Exercise 9.3 | Set 2,https://www.geeksforgeeks.org/class-11-ncert-solutions-chapter-9-sequences-and-series-exercise-9-3-set-2/,"Question 17. If the 4th, 10th and 16th terms of a G.P. are x, y, and z, respectively. Prove that x, y, z are in… ","NCERT Solutions Class-11, Class 11, NCERT, School Learning, School Mathematics"
77,Class 9 RD Sharma- Chapter 22 Tabular Representation of Statistical Data – Exercise 22.1 | Set 2,https://www.geeksforgeeks.org/class-9-rd-sharma-chapter-22-tabular-representation-of-statistical-data-exercise-22-1-set-2/,"Question 11. The number of runs scored by a cricket player in 25 innings is as follows: 26, 35, 94, 48, 82, 105, 53, 0,… ","RD Sharma Class-9, Class 9, RD Sharma Solutions, School Learning, School Mathematics"
77,Class 11 NCERT Solutions- Chapter 9 Sequences And Series – Exercise 9.3 | Set 1,https://www.geeksforgeeks.org/class-11-ncert-solutions-chapter-9-sequences-and-series-exercise-9-3-set-1/,"Question 1.  Find the 20th and nth terms of the G.P 5/2, 5/4, 5/8, … Solution: According to the question G.P: 5/2, 5/4, 5/8, …… ","NCERT Solutions Class-11, Picked, Class 11, NCERT, School Learning, School Mathematics"
77,Class 9 RD Sharma- Chapter 22 Tabular Representation of Statistical Data – Exercise 22.1 | Set 1,https://www.geeksforgeeks.org/class-9-rd-sharma-chapter-22-tabular-representation-of-statistical-data-exercise-22-1-set-1/,Question 1. What do you understand by the word “statistics” in: (i) singular form (ii) plural form? Solution: The word statistics can be used in… ,"Picked, RD Sharma Class-9, Class 9, RD Sharma Solutions, School Learning, School Mathematics"
78,Nuance Communications Interview Experience (Off-Campus),https://www.geeksforgeeks.org/nuance-communications-interview-experience-off-campus/,"My current work experience is of 8 months. I am a 2020 grad. Contacted by a recruiter for Nuance Communications, Software Engineer Position, Pune location… ","Marketing, Nuance, Off-Campus, Interview Experiences"
78,Microsoft Interview Experience 2020 | 2.5 Years Experienced,https://www.geeksforgeeks.org/microsoft-interview-experience-2020-2-5-years-experienced/,"I appeared for an Online Interview of the Microsoft E+D team around October 2020. There were three rounds, two of them were DS Algo rounds… ","Marketing, Microsoft, Experienced, Interview Experiences"
78,LTI Interview Experience (On-Campus),https://www.geeksforgeeks.org/lti-interview-experience-on-campus-2/,"LTI visited my college on 9 Feb 2021. LTI conducted the hiring process in 3 Rounds. Round 1(Aptitude): Question from speed distance and time, problem… ","L & T Infotech, Marketing, On-Campus, Interview Experiences"
78,How to Make a Pie Chart in Excel?,https://www.geeksforgeeks.org/how-to-make-a-pie-chart-in-excel/,A pie chart is a pictorial representation of data.  It is generally used to show the composition of an individual item. Categorical data is best… ,"Excel, How To"
78,How to Install python-nmap Library in Linux?,https://www.geeksforgeeks.org/how-to-install-python-nmap-library-in-linux/,Python-Nmap is a network mapper that is exceptionally vital in handling security auditing and discovering the network. It exists as an open-source project; thus it… ,"Picked, How To, Linux-Unix, Python"
78,InfoSploit – Information Gathering Tool in Kali Linux,https://www.geeksforgeeks.org/infosploit-information-gathering-tool-in-kali-linux/,InfoSploit is a free and open-source tool available on Github. InfoSploit is used as an information gathering tools. InfoSploit is used to scan websites for… ,"Cyber-security, Kali-Linux, linux, Linux-Unix"
78,How to Check the OS Version in Linux?,https://www.geeksforgeeks.org/how-to-check-the-os-version-in-linux/,"When we want to install the software in our system, firstly we must know that whether our current Operating System is supporting this version of… ","How To, Linux-Unix"
78,Scapy – Packet Manipulation in Kali Linux,https://www.geeksforgeeks.org/scapy-packet-manipulation-in-kali-linux/,Scapy is a free and open-source tool available on Github. Scapy is written in Python language. Scapy is used for packet manipulation programs. Scapy tool… ,"Kali-Linux, Linux-Unix"
78,Shell Script to Take a Screenshot,https://www.geeksforgeeks.org/shell-script-to-take-a-screenshot/,Sometimes we need to capture the screen for later. There are various ways to perform this task: one is achieved by using the shortcut key… ,"Picked, Shell Script, Linux-Unix"
78,How to Use Nmap Script Engine (NSE) Scripts in Linux?,https://www.geeksforgeeks.org/how-to-use-nmap-script-engine-nse-scripts-in-linux/,Nmap or Network Mapper is an open-source tool that is used to discover hosts and services on a computer network. It is one of the… ,"Picked, How To, Linux-Unix"
78,Hackbar Extension For Firefox in Kali Linux,https://www.geeksforgeeks.org/hackbar-extension-for-firefox-in-kali-linux/,Hackbar is a free tool available on Firefox. This tool is very useful/helpful for security researchers. When we test a web application or web server… ,"Kali-Linux, Linux-Unix"
78,Smallest element with K set bits such that sum of Bitwise AND of each array element with K is maximum,https://www.geeksforgeeks.org/smallest-element-with-k-set-bits-such-that-sum-of-bitwise-and-of-each-array-element-with-k-is-maximum/,"Given an array arr[] consisting of N integers and integer K, the task is to find the smallest integer X with exactly K set bits… ","Bitwise-AND, Bitwise-OR, setBitCount, Arrays, Bit Magic, Mathematical, Sorting"
78,Adobe Interview Experience (SheCodes 2020) | Product Intern,https://www.geeksforgeeks.org/adobe-interview-experience-shecodes-2020-product-intern/,"Round 1 (Online Test) : Platform: cocubes The online test was divided into 4 sections: Cognitive Assessment (20 Q, 20 min): Questions based on comprehension,… ","Adobe, Marketing, Internship, Interview Experiences"
78,Program to calculate expected increase in price P after N consecutive days,https://www.geeksforgeeks.org/program-to-calculate-expected-increase-in-price-p-after-n-consecutive-days/,"Given an integer P, that increases either by A or B with 50% probability each, in the next N consecutive days, the task is to… ","Probability, Mathematical, School Programming"
78,Dmitry – Passive Information Gathering Tool in Kali Linux,https://www.geeksforgeeks.org/dmitry-passive-information-gathering-tool-in-kali-linux/,Dmitry is a free and open-source tool available on GitHub. The tool is used for information gathering. You can download the tool and install in… ,"Kali-Linux, How To, Linux-Unix"
79,Lumen Technologies(CenturyLink Inc) Interview Experience (On-Campus),https://www.geeksforgeeks.org/lumen-technologiescenturylink-inc-interview-experience-on-campus/,"Eligibility criteria: 80% and above in 10th and 12th & Above 70% and above in B.Tech. Branch: CSE, ECE, EI, EE, CHE, CE, ME, PE,… ","Lumen Technologies, Marketing, On-Campus, Interview Experiences"
79,"Count triplets (i, j, k) in an array of distinct elements such that a[i] < a[j] > a[k] and i < j < k",https://www.geeksforgeeks.org/count-triplets-i-j-k-in-an-array-of-distinct-elements-such-that-ai-aj-ak-and-i-j-k/,"Given an array arr[] consisting of N distinct integers, the task is to count the number of triplets (i, j, k) possible from the array… ","Advanced Data Structure, Arrays, Mathematical"
